occurance,transcription,App_TAG
1,i'm enquiring about,Enquire_Vague
1,cancellation of my child_care fee assistance,Enquire_CCB
1,just to report my earnings,Report_Earnings
1,to update my family income plus to talk about child_care benefit,Update_FamilyIncomeEstimate
1,customer information,Enquire_Vague
1,my single parent payment,Enquire_Parenting
1,i want regarding this family tax benefit two thousand and,Enquire_FTB
1,to change my bank,PersonalDetails
1,date update annual income,Update_FamilyIncomeEstimate
1,wanna find out how much my next payment is,Check_Payments
1,about family tax benefit two thousand and five two thousand and six,Enquire_FTB
1,five hundred dollar payment advance,Advance
1,internet connection,Support_SelfService
1,jet of assistance,Enquire_Jet
1,assessing entitlement to family tax benefit payment,Enquire_FTB
1,check an appointment time,Appointment
1,i've lodged my tax return,TaxReturn
1,require non lodgement form,TaxReturn
1,checking on the advance,Advance
2,i have to report my earnings,Report_Earnings
6,i don't have to lodge a tax return,TaxReturn
1,the july payment,Enquire_LumpPayment
1,enquiring about lump_sum advance,Advance
1,checking on family assistance payment,Check_Payments
1,review,Appointment
1,a customer service representative,Request_Operator
1,a query a payment payment query,Enquire_Payments
1,i'd like to speak to a customer service person,Request_Operator
1,i want to know my income given from centrelink,Check_Payments
1,i have changed my address,PersonalDetails
1,a family estimate,Update_FamilyIncomeEstimate
1,australian government payments,Enquire_FamilyAssistance
1,are we getting about six hundred dollars payment,Enquire_LumpPayment
1,credit tax benefit,Enquire_Tax
1,date my family income,Update_FamilyIncomeEstimate
1,get information letter receive,Respond_Correspondence
1,to say that i'm non non_lodger and my husband as well he's on disability i'm on parenting allowance,TaxReturn
1,find out the six hundred,Enquire_LumpPayment
1,i need to make an enquiry about payment forms,Enquire_Payments
1,to provide the financial year income details for two thousand seven to two thousand eight,Update_FamilyIncomeEstimate
2,change of employment,Employment
1,applying for an advance,Advance
1,to give information regarding the maternity payment or baby bonus payment,Maternity
2,child benefit payment,Enquire_CCB
1,for get child_care,Enquire_CCB
1,family assistance lump payment lump payment sum,Enquire_LumpPayment
1,can't,Garbage
1,extra money in account,Enquire_Payments
1,i have a query about the application for payment form for parenting payment,Claim
1,estimate estimated,Update_FamilyIncomeEstimate
1,i need to know if i have to wait for a statement for my tax,PaySummary
1,income statement and i need to know on my statement,IncomeReportingStatement
3,i want to know my future payments,Check_Payments
1,can i get family tax benefit,Enquire_FTB
1,to update i think,Update_FamilyIncomeEstimate
1,i wanted to check my rate of payment,Check_Payments
1,a new_born child claim for family assistance,Claim
1,change information on my account statement for parenting payment,Enquire_Parenting
1,six hundred each child,Enquire_LumpPayment
1,how much money was deposited into my account,Enquire_Payments
1,bpay number incorrect and i want to cancel family tax benefit,Enquire_FTB
1,report tax file number,PersonalDetails
1,wanna check my next payment,Check_Payments
1,additional annual supplement payable,Enquire_FamilyAssistance
1,i lost my a pension card,Cards
1,asking about my payments,Check_Payments
1,want to call to update my family income my financial income for two thousand and seven two thousand and eight,Update_FamilyIncomeEstimate
1,enquiring about the six hundred dollars per child,Enquire_LumpPayment
1,applying for payments,Claim
2,cancel family tax benefit,Enquire_FTB
1,non_payment for children,Enquire_Payments
1,assessment notice child_care,Enquire_CCB
1,trying to sort out things,Enquire_FamilyAssistance
1,need to clarify the information regarding our accountant's ability to claim the child_care allowance,Enquire_CCB
1,wrong forms sent,IncomeReportingStatement
1,one_off child payment thousand dollars,Enquire_LumpPayment
1,adding a child_care centre onto our account,Enquire_CCB
1,a new enquiry,Enquire_Vague
1,update my family assistance estimate,Update_FamilyIncomeEstimate
4,my advance payment,Advance
1,regarding baby bonus and advanced payment,Maternity
1,my allowance advance on my family payment,Advance
1,to claim for family assistance a medicare for new_born,Claim
1,to make sure my rent went through,RentAssistance
1,i need to change the c_r_n for child_care,Enquire_CCB
1,i want to know how much i received on centrelink payment,Check_Payments
1,to find out when my six hundred dollars each child go in my name is elsa smith,Enquire_LumpPayment
1,for the six hundred per child,Enquire_LumpPayment
1,i want to report my partner income,Report_Earnings
1,need to report report earnings,Report_Earnings
2,to find out about my tax,Enquire_Tax
1,forms i need filled out,IncomeReportingStatement
1,i'm on a low income i want to see if i'm eligible for health_care,Cards
2,to talk to a customer service operator,Request_Operator
1,i forgot to report my income,Report_Earnings
1,family assistance family tax,Enquire_FTB
1,to check my future payments self_service,Check_Payments
1,reconciliation payments,Enquire_LumpPayment
1,i want to find out about payments to the six hundred dollar payments to the children,Enquire_LumpPayment
1,asking about the six month payment,Enquire_LumpPayment
1,just just a lump advance payment,Advance
1,jet officer,Enquire_Jet
1,i need to report where i work and that i'm no longer employed there my contract ran out,Employment
1,income and parenting payment,Enquire_Parenting
1,parenting payment interview,Appointment
2,an information,Enquire_Vague
1,confirm payment,Check_Payments
1,letter i received but i want i've got a query on,Respond_Correspondence
2,change of job,Employment
1,update income estimate for oh seven and oh eight,Update_FamilyIncomeEstimate
1,i just need to talk to an operator,Request_Operator
1,to find out if i get the family payment the bonus family payment,GeneralBonus
1,to borrow some money that family tax,Advance
5,estimates,Update_FamilyIncomeEstimate
1,family benefit advance,Advance
1,changing child_care centre numbers,Enquire_CCB
1,i'm calling regarding family assistance payments,Enquire_Payments
1,it's about my reporting i need to talk to an operator,Enquire_Earnings
1,i changed bank and i need to give you my details,PersonalDetails
1,i just wanna check my payments about the children,Check_Payments
1,partner moving in,Change_Circumstances
1,owing amount,Debt
1,complain,Feedback
1,a medicare claim for new child baby bonus family assistance family tax benefit,Claim
1,parenting payment deduction,Deductions
4,need an operator,Request_Operator
1,report that i am not getting tax this year,TaxReturn
1,new_born child claim and medicare,Claim
1,changes f_t_b part_a,Enquire_FTB
1,i need to know how much,Enquire_Vague
1,i wanna know how much my pay was,Check_Payments
1,for changing a bank statement,IncomeReportingStatement
1,the six hundred dollar july payment family payment that comes in,Enquire_LumpPayment
1,change method of payment,Enquire_Payments
4,about the payment,Enquire_Payments
1,family assistance payment options,Enquire_FamilyAssistance
1,i need to report my family income yearly income,Update_FamilyIncomeEstimate
1,i've got a question,Enquire_Vague
1,lump_sum tax benefit,Enquire_LumpPayment
1,with family assistance,Enquire_FamilyAssistance
1,i want to apply for rent assistance,RentAssistance
1,for the six hundred dollar once a year payment,Enquire_LumpPayment
1,i want to know if i get paid this week,Check_Payments
1,i received a letter and i need to ask a bit of information about it,Respond_Correspondence
1,registration of baby details family assistance,Enquire_FamilyAssistance
1,change of details and child_care,Enquire_CCB
1,to find about the family tax rebate,ChildCareRebate
1,to speak to a customer service person,Request_Operator
1,loan mail,Advance
20,updating income estimate,Update_FamilyIncomeEstimate
1,claim for age pension,AgedRetirement
1,i just need to speak to an operator about my family assistance,Enquire_FamilyAssistance
1,for the carers disability six hundred dollars bonus,Enquire_LumpPayment
1,i want to know age care assessment number,AgedRetirement
1,baby bonus question,Maternity
1,medicare maternity payments,Maternity
1,to report earnings for the last fortnight,Report_Earnings
1,about maternity payments,Maternity
2,day_care allowance,Enquire_CCB
1,when do we get the family tax benefit payment of six one_off payment,Enquire_FTB
1,never received my payment for today,Enquire_Payments
1,parent family assistance,Enquire_Parenting
1,to give you a number for after_school care,Enquire_CCB
1,need to talk about child_care benefit,Enquire_CCB
1,i've been locked out of the online services,Support_SelfService
1,i need to know the parenting payment received for tax purposes,PaySummary
1,fraud,Fraud
3,my earning,Enquire_Earnings
1,pay debit,Debt
1,find out taxable income amount,PaySummary
1,i didn't get any payment,Enquire_Payments
1,i need to find out how much i'll be getting for my next payment,Check_Payments
1,change of income for family tax benefit a and b,Update_FamilyIncomeEstimate
2,to update our income details,Update_FamilyIncomeEstimate
1,ask about tax group certificate,PaySummary
1,change of assets,Enquire_Payments
1,i want to update my family estimate and report my earnings,Update_FamilyIncomeEstimate
1,six hundred dollar per child bonus payment,Enquire_LumpPayment
1,query about money,Enquire_Payments
1,family payment family payment,Enquire_Payments
1,cancelling claim,Claim
1,ringing up to just enquiries general,Enquire_Vague
1,wage lodging,Report_Earnings
1,i need to know about receipts for the child_care rebate,ChildCareRebate
1,change payment day,Enquire_Payments
1,my pay changed,Update_FamilyIncomeEstimate
1,to report i'm not claiming tax return this year,TaxReturn
2,child_care benefit update,Enquire_CCB
1,applying for crisis payment,Claim
1,tax reason,Enquire_Tax
1,for a newstart our loans,NewStart
1,update my family income estimate thanks,Update_FamilyIncomeEstimate
2,in response to a letter,Respond_Correspondence
1,extra money in my account,Enquire_Payments
1,to find out about the bonus payment for family assistance,GeneralBonus
2,new_born claim for family assistance and medicare,Claim
1,i just had a baby girl,Claim
25,i want to speak to an operator,Request_Operator
1,australian government payments,Enquire_FamilyAssistance
1,applying for child tax benefit,Claim
